"","serialno","triwales","gogledd","bes05","wtfactor","intdate","sintdate","sttim","inwshh","inwsmm","inwdd","inwmm","inwyr","sintlen","thank","wreadpap","whpaper1","whpaper2","whpaper3","nwspswrg","nwspbrit","nwspwrld","bbc1wale","bbc1othr","bbc2","htvwales","itvother","channel4","s4c","channel5","skynews","othchanl","tvnever","tvrgnews","ptythnk","ptycls","idstrng","partyid","politic2","voted","votecod1","votecod2","votecod3","votecod4","votecod5","nvvotec","nvvotel","whendecd","votec","yvtclsc","ptyprefc","voters2c","votel","yvtclsl","ptyprefl","scwbrit","vote1st","vote2nd","mostimpo","mostimp1","mostimp2","mostimp3","mostimp4","mostimp5","voteukge","dfwnscw","dfwnge","coalitin","coalitw","votesyst","votesylc","confeel","labfeel","ldfeel","pcfeel","natcapab","evblair","evids","evkenned","evmorgan","evwjones","evgerman","evbourne","cnlbdfw","natlabdf","coalpc","snhsiesw","snhswhsw","edstiesw","edstwhsw","sliviesw","slivwhsw","taxspend","bpriorf1","bpriorf2","brworld","levelgen","levelub","levelfee","levelpsc","iraq1","iraq2","asylum","buspass","foundhos","ecpolicy","abolspw","govtrust","soctrust","govtwork","walework","losetch","voteintr","lostcham","cooppaas","coophoc","impgweas","ukintnat","natinnat","regbias","whbias","closeloc","closeesw","closebr","closeeur","srsoccl1","srsoccl2","srsoccl","natclass","natid","gbpride","natpride","ident1b","ident2b","ident3b","flaguj","flagnat","passport","waleparl","walepar2","votessw2","walshind","indepent","doesinfl","oughinfl","infl10yr","leaveuk2","voiceuk3","sayingv3","imprved3","wnanhs","wnaecon2","contgovb","contnhs","evcnam1","evcnam2","evcnmp","evcncoun","wllivlan","welshdif","rwelshsp","rsex","rage","ragecat","ragecat2","rsexage","rsexage2","natbrit","nateng","nateuro","natirish","natni","natscot","natulst","natwelsh","natoth","natnone","bnationu","bestnatu","religion","religsum","famrelig","rlfamsum","chattend","marstat2","marstat","married","rspborn","rlivels2","livwasc2","parborn","livearea","tenure","tenure2","reconact","seconact","r2soc200","r2es2000","r2nssec","r2sic92","r2lastjb","r2emplye","r2superv","r2ocsec2","r2empwrk","r2jbhrsi","r2empst2","r2sicgp","r2ngh","r2nghgrp","p2soc200","p2es2000","p2nssec","p2sic92","p2lastjb","p2emplye","p2superv","p2ocsec2","p2empwrk","p2jbhrsi","p2empst2","p2sicgp","p2ngh","p2nghgrp","unionsa2","maininc2","hhincome","othchld4","schqual","pschqual","edqual1","edqual2","edqual3","edqual4","edqual26","edqual27","edqual28","edqual29","edqual30","edqual31","edqual32","edqual22","edqual23","edqual24","edqual25","edqual10","edqual11","edqual17","edqual18","edqual19","edqual20","edqual21","edqual12","edqual13","edqual14","edqual15","edqual16","hedqual","internet","wwwuse","vote01","votsw99c","votsw99l","refvotew","phone","phonebck","stable","endtim","inwehh","inwemm","selfcomp","duration","sintlen2","int_num","tnc","duno","dusel","persno","perssel","intlang","rborn3","tenure5","reconsum","seconsum","r2opcat","p2opcat","r2class","p2class","r2clasgp","p2clasgp","r2econps","p2econps","r2nseg","p2nseg","r2nseggp","p2nseggp","r2nsoccl","p2nsoccl","r2jbhrci","p2jbhrci","r2partfi","p2partfi","psu_id","ua_id","ua_name","constit","region","clwydw","northw","wardid","wardname","welshspk","popdens","endfile","cardno20","intvr20","batch20","language","fairshar","richlaw","tuntneed","privent","publcown","govresp1","nlbintwc","nlbinten","nlbintsw","nlbintwl","swlintwc","swlinten","swlintsw","swlintwl","natintwc","natinten","natintsw","natintwl","conintwc","coninten","conintsw","conintwl","ldwintwc","ldwinten","ldwintsw","ldwintwl","votduty2","proprep","proprnat","proprloc","swvotdf2","swsysdf2","swquiz1b","swquiz3b","quizscbu","quizrhod","swquiz4","swquiz5","swquiz6","swquiz7","swquiz8","swquiz9","quizldco","quizlist","quiz60am","swvote1","swvote2b","swvote3b","swvote4","electsy1","electsy2","swvots1b","swvots2b","swvotsy3","swvots4b","swvot5b","swvot6b","swvotsy7","swvotsy8","numbmps","govcoal1","govcoal2","minorp","foregone","qtime","qdate","scsexchk","scagechk","leftrigh","wmirror","filter_$","constpre","trids","walesbor"
"945",28502,2,0,1,2.2054,"06052003","06052003","15:39:25",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,1,0,0,0,0,1,5,-1,1,5,3,1,-1,-1,-1,-1,-1,NA,NA,1,2,3,5,3,2,1,NA,2,2,1,"working for the",97,NA,NA,NA,NA,2,1,1,2,2,2,2,2,1,2,3,3,8,6,4,7,98,98,98,3,2,2,4,1,3,2,2,1,2,4,2,2,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,1,NA,2,3,4,4,1,NA,1,2,3,1,1,10,21,18,1,1,1,3,4,1,2,2,3,3,2,3,3,3,3,2,2,1,1,2,NA,2,2,2,2,3,1,52,4,4,4,4,1,1,2,2,2,2,2,1,2,2,2,2,14,4,14,4,4,1,1,1,3,3,33,3,33,1,1,3,10,5315,3,9.1,45,NA,2,2,NA,0,40,3,6,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,1,1,1,2,"16:35:18",NA,NA,61,56,56,"7111",1,1,-1,4,2,NA,2,1,2,5,9,NA,4,NA,3,NA,3,8,15,NA,4,NA,4,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff West Boro Const",4,0,0,"00PTPG","Riverside ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,2,0
"946",28504,2,0,1,0.5513,"05052003","05052003","13:00:24",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,0,0,0,0,0,1,0,2,2,2,3,2,4,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,3,2,2,2,8,1,4,2,3,8,2,4,98,98,6,98,98,98,1,8,8,2,2,2,2,3,8,3,2,1,1,2,2,2,2,3,2,5,2,3,4,3,3,1,3,2,3,3,8,8,3,3,3,1,2,1,1,1,2,2,4,1,1,3,4,2,5,14,4,28,3,2,2,2,3,2,3,3,8,8,2,8,8,8,8,8,8,2,2,2,NA,2,2,2,3,3,2,32,2,2,10,9,1,1,2,2,2,2,2,1,2,2,8,8,0,5,0,5,-1,6,5,4,1,2,11,3,11,9,4,5,-1,5491,3,9.1,92,3,2,2,NA,0,50,3,15,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0,1,2,2,0,0,NA,0,1,1,1,"13:46:39",NA,NA,61,46,46,"7111",1,1,-1,1,-1,NA,2,10,3,NA,9,NA,4,NA,3,NA,7,NA,15,NA,4,NA,4,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff West Boro Const",4,0,0,"00PTPG","Riverside ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,3,0
"947",28505,2,0,1,0.5513,"06052003","06052003","12:36:32",NA,NA,NA,NA,NA,NA,NA,1,9,10,14,3,3,3,1,1,1,1,0,1,0,0,0,0,0,2,7,-1,1,7,1,2,2,96,96,96,96,2,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,2,1,1,2,1,1,5,3,3,3,2,7,2,4,8,4,4,3,1,2,1,1,2,2,1,1,1,3,4,2,1,1,1,2,1,2,2,4,2,2,3,2,4,1,4,3,3,2,4,2,2,2,3,2,2,1,3,3,3,1,2,NA,2,1,7,4,4,5,21,9,3,4,4,3,4,1,3,1,1,1,4,3,1,3,3,1,1,1,2,1,1,1,1,4,4,3,1,51,4,4,4,4,2,2,1,1,2,2,2,2,1,2,9,9,0,5,2,2,7,6,5,4,4,2,48,2,48,2,1,3,-1,1152,5,5,74,NA,1,2,1,2,30,6,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,2,2,5,1,1,1,1,"14:12:43",NA,NA,61,96,96,"7111",1,1,-1,1,-1,NA,1,2,2,NA,5,NA,2,NA,1,NA,1,NA,4,NA,1,NA,2,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff West Boro Const",4,0,0,"00PTPG","Riverside ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,1
"948",28508,2,0,1,2.2054,"05052003","05052003","11:06:20",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,2,2,-1,2,2,4,2,6,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,3,4,1,1,2,2,4,2,4,3,3,7,98,98,5,6,98,98,2,2,1,5,1,5,1,1,2,2,3,4,1,2,2,1,2,3,2,2,2,4,2,2,3,2,3,2,1,1,1,2,3,2,2,1,1,NA,2,3,2,4,4,2,2,1,2,2,2,26,19,21,3,1,8,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,NA,2,2,2,1,3,1,41,3,3,3,3,2,2,2,2,2,2,2,2,1,2,-1,9,14,4,14,4,2,1,1,1,3,3,37,3,34,1,1,3,3,8131,7,12.4,31,NA,1,2,1,5,37,9,4,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,0,4,2,2,2,98,2,1,1,1,2,"12:09:32",NA,NA,61,63,63,"7111",1,1,-1,4,4,NA,2,1,2,2,12,NA,6,NA,5,NA,1,5,12,NA,4,NA,4,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff West Boro Const",4,0,0,"00PTPG","Riverside ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,1,0
"949",28509,2,0,1,0.5513,"06052003","06052003","10:58:47",NA,NA,NA,NA,NA,NA,NA,1,13,0,0,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,-1,0,NA,2,15,96,96,96,96,98,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,4,4,1,1,2,1,3,3,3,3,8,6,98,98,4,98,98,98,3,3,8,8,9,1,8,8,9,1,3,1,4,2,2,2,1,2,4,2,2,4,3,3,4,2,3,4,2,2,2,3,3,3,4,4,2,1,1,3,3,3,4,1,1,1,1,5,5,14,19,4,3,1,8,1,2,8,3,4,8,8,8,3,3,3,3,8,3,1,8,2,NA,2,2,2,1,3,2,25,2,2,10,9,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,3,1,7,6,5,4,4,1,-1,1,25,4,3,10,-1,5434,6,10,80,3,1,1,3,1,12,8,13,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,8,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,1,0,0,NA,0,1,1,1,"11:35:16",NA,NA,61,37,37,"7111",1,1,-1,1,-1,NA,1,5,5,NA,10,NA,5,NA,4,NA,8,NA,10,NA,5,NA,4,NA,1,NA,2,NA,85,"00PT","Caerdydd - Cardiff","Cardiff West Boro Const",4,0,0,"00PTPG","Riverside ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,1,1
"950",28510,2,0,1,1.1027,"17052003","17052003","13:50:30",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,-1,0,NA,2,6,96,96,96,96,98,98,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,3,2,2,2,1,2,4,5,3,8,8,2,3,5,98,98,98,98,2,2,2,8,9,8,9,2,2,2,2,3,1,1,2,2,2,1,4,4,4,3,5,2,2,2,4,4,2,2,2,2,3,3,2,2,2,1,2,3,3,4,4,1,1,8,7,5,5,14,26,8,3,3,9,8,8,1,3,3,1,1,8,3,1,3,8,1,8,8,8,2,NA,2,2,1,2,3,2,34,2,2,10,9,2,2,2,2,2,2,2,2,1,2,-1,9,15,4,15,4,2,1,1,1,3,4,3,3,3,9,4,1,11,2311,7,3.1,80,2,1,2,3,8,40,9,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,12,97,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,1,1,0,0,NA,0,1,1,2,"14:35:33",NA,NA,61,45,45,"7111",5,1,-1,2,2,NA,2,10,1,5,3,NA,1,NA,1,NA,10,11,6,NA,1,NA,1,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff West Boro Const",4,0,0,"00PTPG","Riverside ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0
"951",28512,2,0,1,0.5513,"08052003","08052003","11:24:13",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,2,-1,2,2,1,1,-1,-1,-1,-1,-1,NA,NA,1,2,5,NA,2,2,2,NA,2,2,6,"see notepad",97,NA,NA,NA,NA,2,1,1,1,1,2,2,5,2,4,5,1,8,4,6,8,98,98,98,1,1,1,1,1,2,1,2,1,3,1,2,3,2,1,1,1,2,2,4,1,2,2,1,3,1,2,4,4,1,1,2,2,5,3,4,2,2,1,1,1,2,4,1,1,2,1,1,1,3,10,17,3,1,8,5,4,2,2,3,3,2,2,1,3,3,3,2,3,1,1,2,NA,2,2,4,2,3,1,83,7,6,7,6,1,2,2,2,2,2,2,1,2,2,8,8,0,5,3,1,7,6,5,4,4,2,82,2,82,1,1,9,-1,8216,6,10,60,4,1,1,2,5,60,8,9,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,12,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,2,1,1,1,"12:15:26",NA,NA,61,51,51,"7111",1,1,-1,1,-1,NA,1,1,4,NA,10,NA,5,NA,4,NA,9,NA,11,NA,4,NA,4,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff South and Penarth Boro Const",4,0,0,"00PTNR","Grangetown ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1
"952",28513,2,0,1,0.5513,"17052003","17052003","15:01:56",NA,NA,NA,NA,NA,NA,NA,1,2,13,0,2,3,3,1,0,0,1,0,1,1,0,0,1,0,1,2,-1,3,2,3,2,5,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,4,3,8,8,2,2,5,2,4,4,2,9,98,98,5,98,98,98,2,2,1,3,8,8,9,3,8,8,2,1,3,1,1,1,1,4,4,1,4,8,3,3,4,2,3,3,2,2,2,3,3,3,4,3,2,8,2,2,2,4,2,NA,2,8,3,1,1,19,14,21,1,1,8,5,4,8,2,3,8,8,4,8,8,8,3,3,3,3,3,2,NA,2,2,3,3,3,2,44,3,3,11,10,1,2,2,2,2,2,2,1,2,2,8,8,3,1,3,1,7,6,5,4,4,1,-1,2,44,4,3,3,-1,4216,7,12.6,89,NA,1,2,1,8,20,9,98,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,2,1,-1,-1,-1,-1,0,0,28,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,98,98,8,1,1,1,"15:58:13",NA,NA,61,57,57,"7111",3,1,-1,1,-1,NA,1,5,2,NA,12,NA,6,NA,5,NA,2,NA,9,NA,3,NA,3,NA,2,NA,2,NA,85,"00PT","Caerdydd - Cardiff","Cardiff South and Penarth Boro Const",4,0,0,"00PTNR","Grangetown ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1
"953",28515,2,0,1,1.1027,"18052003","18052003","12:13:05",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,1,7,-1,2,7,3,1,-1,-1,-1,-1,-1,NA,NA,2,3,2,NA,1,3,4,NA,1,3,7,"health",3,NA,NA,NA,NA,3,3,2,1,1,1,2,5,3,2,3,2,6,1,7,7,4,5,3,1,2,1,4,1,3,1,2,2,3,1,3,2,1,1,1,1,3,2,3,2,1,4,2,3,2,3,3,2,2,3,2,3,2,3,2,2,2,2,2,1,2,4,1,1,2,4,3,5,14,8,4,3,3,3,4,3,1,2,4,2,2,2,3,1,1,3,2,3,3,2,2,NA,2,2,4,2,3,1,34,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,3,0,5,3,1,7,1,1,1,1,2,16,3,11,2,1,3,3,4213,7,7.1,80,NA,1,2,3,4,37,9,13,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,1,1,1,3,3,2,1,1,1,2,"13:04:31",NA,NA,61,51,51,"7111",3,1,-1,2,1,NA,2,2,2,2,7,NA,3,NA,2,NA,1,5,9,NA,3,NA,3,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff South and Penarth Boro Const",4,0,0,"00PTNR","Grangetown ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,3,0
"954",28518,2,0,1,1.1027,"17052003","17052003","12:58:10",NA,NA,NA,NA,NA,NA,NA,1,13,6,0,3,2,2,1,0,0,1,0,0,1,0,0,0,0,1,2,-1,1,2,3,2,11,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,2,3,4,1,1,2,2,4,1,3,3,1,3,0,98,6,98,98,98,2,2,1,2,1,2,1,2,2,2,1,2,3,1,1,1,1,1,5,2,4,8,3,2,3,2,2,2,2,2,2,3,3,3,4,3,2,1,2,2,3,4,2,NA,2,2,2,1,1,26,14,21,3,2,8,5,4,1,2,3,1,2,2,2,3,3,1,2,2,1,1,2,NA,2,2,2,2,3,1,32,2,2,2,2,2,2,2,2,2,2,2,1,1,2,9,9,15,4,15,4,2,1,1,1,1,2,28,3,20,3,2,3,10,9149,7,13.4,80,NA,1,2,1,3,39,9,13,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,97,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,2,1,1,2,2,"19:34:24",NA,NA,61,66,396,"7111",6,1,-1,2,2,NA,2,3,2,5,13,NA,7,NA,5,NA,1,8,14,NA,6,NA,6,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff South and Penarth Boro Const",4,0,0,"00PTNR","Grangetown ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,0
"955",28519,2,0,1,1.654,"13052003","13052003","10:34:39",NA,NA,NA,NA,NA,NA,NA,1,13,0,0,2,3,3,1,0,0,1,0,0,0,0,1,0,0,1,2,-1,3,2,3,2,4,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,2,4,2,2,2,2,2,1,3,5,2,5,98,98,8,98,98,98,1,1,1,4,2,4,2,4,2,3,2,3,4,1,1,1,2,2,2,4,2,8,2,2,3,2,3,3,3,2,2,2,3,4,3,2,2,1,2,3,3,3,4,2,2,1,3,1,2,26,4,14,3,2,1,3,1,2,2,4,1,2,1,2,3,2,1,4,4,8,8,2,NA,2,2,2,2,3,2,39,3,3,11,10,2,2,2,2,2,2,2,2,1,2,-1,9,14,4,14,4,1,1,1,1,3,4,20,3,20,2,1,3,3,9134,6,10,15,NA,1,1,1,4,39,8,4,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,0,2,2,1,1,1,2,"11:11:59",NA,NA,61,37,37,"7111",4,1,-1,3,1,NA,2,2,2,2,10,NA,5,NA,4,NA,1,5,11,NA,4,NA,4,NA,4,NA,1,NA,85,"00PT","Caerdydd - Cardiff","Cardiff South and Penarth Boro Const",4,0,0,"00PTNR","Grangetown ED",3.9,80.2,"X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,2,0
